feature_1,feature_2,feature_3,feature_4,feature_5
72.58441739917343,0.22908074380322044,0.4396833562708833,92,13
73.40742829410351,0.17054820986945318,0.868380789789443,49,54
73.6798434427033,0.11649937862170656,0.5949311009278412,83,7
102.00743878839597,0.16005249787542083,0.7400971285133919,15,41
181.80363332877545,0.5127254323375886,0.5042305472863049,17,52
140.04803836441488,0.20200773049083143,0.4982500623452067,61,30
141.86685722914956,0.12500501396380295,0.8086098561735648,7,26
179.46401600674875,0.7793753332514206,0.11102624090685836,64,8
86.14253096558845,0.4553654324145755,0.5659450443947162,55,39
106.29387827144814,0.7722446460467726,0.8984863178896543,2,32
146.14870528957744,0.5071643440718064,0.5160740433550897,90,20
196.0474472815577,0.505078072300685,0.22501922857509604,4,17
142.9339285032423,0.5302652560460479,0.8131454531991286,16,9
72.42414761848259,0.5266035339059747,0.27647522812026754,77,39
174.08224744848013,0.8228470079027527,0.6806534328342841,68,56
100.28665559933265,0.4621532678719623,0.5362348463572099,30,54
174.92367543044128,0.9142175443092607,0.9039526594521976,52,25
120.42188372834232,0.13335494315863228,0.6119030321624083,84,1
182.26044109272573,0.7964869084483768,0.8041801658429564,36,31
167.125813555834,0.21307724302396494,0.05713958857507079,98,56
142.31123041875446,0.6566622102208769,0.9404060505499742,59,35
87.73917933588905,0.10932783520170875,0.11994311329914784,31,52
77.78929963658751,0.5847645543187123,0.3399165622532926,35,43
85.77464924629585,0.10271616095763673,0.9015371559110887,32,27
75.79174421081902,0.9560744069411841,0.058045192134120564,50,39
83.97423678379208,0.9148618303325002,0.7904570048797419,51,50
99.34221401902111,0.8163702477480425,0.8250904745301149,5,18
162.68856744974795,0.9237468879233087,0.4458477327877152,33,22
142.7632076670385,0.23100240804255737,0.28017067442533805,0,1
71.63227742068506,0.24195706288347996,0.7724205676699687,9,34
79.35665635963328,0.2688685056121906,0.48007580398899896,31,2
195.74592290003537,0.660246312069929,0.17090474779012652,35,17
143.85306004959247,0.9152285464074716,0.8850640935425097,88,21
96.42812050592876,0.9909596605231663,0.8563729703059836,60,11
102.80234679414204,0.7400102128892343,0.4923906350152417,38,29
166.69736102976208,0.7586203682280658,0.821032246866013,11,53
95.40583254421145,0.9183638840898289,0.4267202231876887,44,59
145.5766605455235,0.4607863591340088,0.665118410149671,43,18
196.1025985814806,0.32486561220253307,0.40819157546713014,7,11
180.08774419370457,0.2560871537084106,0.5051678157057293,62,43
101.1802086891862,0.2075113453003561,0.22059653255053457,56,19
134.1900628549349,0.8313495292295459,0.9184900316998225,96,3
150.59424338957936,0.23211313607551887,0.3147941194198292,93,19
177.76751694152324,0.3378677344542106,0.14311360050476118,52,0
90.38288130399096,0.8371802607701777,0.17988386020614328,24,29
72.41490628306323,0.379528526614789,0.06268306477319865,43,21
79.1028786834989,0.9841757043636485,0.6943511295161551,51,51
133.22486442181412,0.3399748319364717,0.5580484882167867,10,27
148.82283001493295,0.5802880104740903,0.765120516066277,94,49
143.95068682124258,0.38302031006726467,0.5063719309557227,49,32
111.25711321188089,0.9196955480564537,0.7626389355537384,18,22
198.52010007361835,0.42990097946611106,0.6761877928446555,10,20
145.36687850195358,0.49023309454584807,0.7500636291732578,61,35
119.41835244106156,0.5610634230505253,0.4158345820793776,39,17
141.6232684853266,0.9449978296327419,0.632993569868733,6,58
166.89347601784527,0.12785410564403565,0.21181486792367693,7,5
157.000276148914,0.7451907972685202,0.33963796704911353,79,11
104.43954249616522,0.901917058863105,0.20534415810781326,12,5
78.6235284756974,0.12455850116572194,0.4177735025119361,0,9
118.11094572883383,0.5698461225272596,0.2672768731690389,3,46
151.86327591280337,0.3933908305930228,0.4162297947164221,51,10
97.32262128892914,0.8735403887790273,0.9277001081935808,15,29
167.8582219860458,0.6026648958302661,0.3382873932398281,67,32
78.64974257603494,0.7212050813464731,0.9342418504774057,81,38
103.84096281521033,0.5075681499563838,0.6226755132703852,59,42
174.61809328663492,0.6654781337692214,0.38758191655451985,66,23
95.14645674103261,0.3610871665186832,0.8217360491752369,15,58
153.12991451439223,0.10841372016986421,0.6076280654317164,61,40
138.20714018608538,0.6190803414883816,0.2768297721177554,64,31
190.2250361519156,0.38029979271921655,0.7635701101791988,19,18
104.22858016332442,0.5655408386510168,0.4396446578607467,44,40
78.5749417889231,0.924765267748508,0.37176005059739725,87,5
165.55857522752703,0.4838273096512564,0.3472492428725728,61,48
170.3831438406221,0.32265643294214685,0.6776319880518255,21,28
188.0160608254581,0.43416438515114897,0.2917851115156039,0,15
191.15636899558885,0.9386750049728865,0.777450212334842,63,40
71.81370448682762,0.9431815431781843,0.315759914959863,94,42
100.46707119578467,0.8598969537091419,0.5397092452268215,84,18
150.1811864102155,0.9281858628750944,0.4891293426246821,1,10
193.37212168939016,0.30511026095618526,0.8198207713358328,84,40
193.52289550212038,0.1787339885982318,0.8495477909558473,60,25
142.36491446537033,0.30457876265621986,0.21594599813099008,76,4
189.0288254696157,0.38293895450264537,0.5768136130444259,22,49
153.40360716302388,0.25728928872068046,0.8583845414154234,14,18
120.701002838362,0.6463847457752144,0.45150549713098664,24,49
133.17878672259826,0.47222777350104517,0.8796814749354338,46,22
148.56036277959652,0.8347163606444927,0.3010918014112738,32,46
141.44122979611313,0.26661735844212764,0.5979480567744162,80,13
190.403585471839,0.7316888767806794,0.6642083387901339,70,21
189.4353466323688,0.316320062364225,0.25538516001543565,54,16
121.33382968006214,0.6167971799567737,0.062390761301945125,24,54
195.22412869729254,0.41408883749870995,0.42505156613362644,77,17
92.61423666846036,0.15126795953454947,0.8946337026710606,89,30
86.42283752715285,0.3059323038643383,0.35872529884736587,35,48
87.56029054607507,0.6976922998193141,0.7517698659343399,57,49
135.73608153799657,0.5475250840244782,0.20726268154466665,31,51
72.79822468564574,0.5671143856663109,0.35775755267220716,39,14
193.23612745829854,0.25724813509803024,0.18013794875428707,14,30
177.5250112521952,0.6136442663916307,0.6950937327317384,93,10
71.9524674964759,0.997078082687389,0.6793768613271328,48,21
92.90551322475719,0.8351515979124597,0.6696475861540269,13,4
113.16826466768882,0.63493536144788,0.2780564310376697,19,7
87.0295898254192,0.9783901614978144,0.6731241094610679,15,54
175.23378997645568,0.9114063262023891,0.2545677868243546,97,59
114.81576484882815,0.636047140242381,0.4321842043382057,41,20
192.21397270333773,0.1291836927830114,0.38472990950091845,35,34
145.66184339312042,0.1842193862357327,0.36977712045810995,25,41
184.24815797353972,0.15883454353800375,0.10188932651713073,51,35
179.81547790098884,0.5065598338223278,0.6184819641793456,34,50
187.7010014321244,0.43789134985107203,0.6865849424135295,22,56
129.78443455618492,0.9778150308432579,0.6022298250525521,33,13
141.02508608264853,0.25118496387965344,0.6334814805468121,99,58
173.81846684976512,0.9755088327393897,0.20294664279553198,61,11
107.14345072543918,0.7907273819767118,0.1845021190449762,78,52
133.7329579405906,0.841814055662048,0.5127575391732945,7,45
147.8843399939642,0.6693542351001975,0.8377994537190852,32,2
72.01932582160865,0.7018594931860589,0.21555809739249981,3,21
147.15258306556285,0.5291941001690741,0.46655520683743384,67,17
126.37792536862958,0.11182272123076503,0.4360391006269126,95,58
174.9568687550294,0.41770547698764227,0.49756026732756464,57,30
110.98182440239847,0.5428646213442027,0.19535969343741072,96,34
186.07553210826967,0.7570820899810939,0.35819657702132945,46,27
145.12143798698963,0.5217655084714983,0.28569236369316814,89,21
93.92132621157046,0.5116644244804885,0.810074248906531,21,51
172.43080039731555,0.22389646685104286,0.7702990211987615,92,35
149.5640530158414,0.1097998604231311,0.4339752424413292,99,51
77.00820536958788,0.7824504344292966,0.596313914710135,84,28
124.62517840014719,0.3879575542699105,0.18091904923959795,58,34
158.27894875350586,0.9859451051741597,0.5086519647958028,64,27
189.41823113707835,0.2982108035432404,0.31725237720821403,40,10
70.05226323587647,0.40483722293351176,0.8236858582122809,78,8
196.97868937403774,0.5715065220995186,0.6544385428157509,78,11
118.95544091695068,0.7794023113544795,0.6201266113601789,62,17
196.59185998658194,0.5174720055102661,0.1622761700622613,62,27
148.6130931266269,0.21234028880050865,0.4735290915489971,47,25
177.74995503749008,0.38125124064284455,0.9379155016281933,27,22
144.71249561205332,0.5540672527308952,0.9034692566653986,71,36
151.64990577995553,0.7064641072151808,0.6305770762343992,42,14
107.12491662044022,0.793134960680883,0.18655238392877627,14,3
146.28833428529077,0.21730220285891885,0.6252141638479145,93,28
167.50282928134578,0.1206236181901436,0.5590959012895348,51,20
181.5807987357755,0.5671740899907906,0.4717992538951268,18,8
168.16068450079842,0.8289898395961747,0.4352337225214431,78,43
160.7474422981494,0.11134339032688868,0.5893427800922271,10,35
182.382325907098,0.7052228601883606,0.8149728996643689,35,8
111.94852958877703,0.7181274039912926,0.7260089363347436,49,55
157.20254280238635,0.5043220782279738,0.5714244862675097,93,17
128.61361173373538,0.9233098180677408,0.8822337633824252,79,51
119.67335776409723,0.6799249762812937,0.10826598509739396,89,46
123.40547548988413,0.10471585388631927,0.9422118578586282,4,52
122.19234585104027,0.535985600962938,0.09769508840119057,5,32
111.259912974576,0.87338602548784,0.22954599152470523,86,34
150.84951782963918,0.8473596130336055,0.4304773954801048,29,19
125.93214520676437,0.6842387774012301,0.1467579885666509,53,27
196.59427013054278,0.7063285815087685,0.6113033698979317,80,31
158.11411588646044,0.6206496218102805,0.09319330764398058,72,52
95.81408549552441,0.34670779765016696,0.3061614929062479,29,50
125.47113121524427,0.6044769914824529,0.10493301300770397,38,16
114.635011170675,0.7045568063356783,0.683167397994573,78,27
173.69304451461366,0.41718666719476794,0.6516105508305338,54,42
184.39977751324614,0.8702455305285349,0.39072253392554196,42,46
187.49945425742834,0.2755337374078366,0.21937483402683905,64,15
156.15357560878408,0.7725887292987309,0.7223043461269506,68,26
105.12707406386852,0.36064247156818974,0.3563413616889205,44,37
102.80767119559667,0.7964193585197638,0.7657710506650786,84,24
181.13673255066232,0.48496359640246867,0.4891108452616582,73,55
138.60290402013706,0.8269285682009885,0.5231024999158814,50,56
174.28094092059774,0.41818137640119135,0.07564176454241049,80,40
144.4235072349088,0.29232391386662304,0.6298088178911286,50,52
165.30852828737645,0.7905560575795899,0.3655908521889506,35,38
137.47151157032727,0.37777775286758597,0.2562845245628591,72,19
170.21490836524544,0.7599205609537848,0.44049503859053046,15,44
143.95153879161302,0.7700258377699589,0.39422071154382576,39,20
130.5422842169575,0.299257030817381,0.47281013607772415,2,21
114.54955803392663,0.29270092313858365,0.9315350187618257,35,1
78.86721529417153,0.27905313108436003,0.37794026333140734,97,4
119.13014331265299,0.2282665039892602,0.7469691200024355,79,28
80.3513901007728,0.43937433928660075,0.5474908368949032,15,53
197.76622478495784,0.12396509622245933,0.8502179801967346,15,18
93.60967067299929,0.19982833213081658,0.3694575660346147,94,4
